Date, ALMANYA, ARNAVUTLUK, AVUSTURYA, BELCIKA, BOSNAHERSEK, BULGARISTAN, CEKCUMHURIYETI, DANIMARKA, ESTONYA, FINLANDIYA, FRANSA, GKIBRIS, HIRVATISTAN, HOLLANDA, INGILTERE, IRLANDA, ISPANYA, ISVEC, ISVICRE, ITALYA, IZLANDA, KARADAG, KOSOVA, LETONYA, LITVANYA, LUKSEMBURG, MACARISTAN, MAKEDONYA, MALTA, NORVEC, POLONYA, PORTEKIZ, ROMANYA, SIRBISTAN, SLOVAKYA, SLOVENYA, YUNANISTAN, DAVRUPA, AVRUPATOP, AZERBAYCAN, BELARUS, ERMENISTAN, GURCISTAN, KAZAKISTAN, KIRGIZISTAN, MOLDOVACUM, OZBEKISTAN, RUSYA, TACIKISTAN, TURKMENISTAN, UKRAYNA, BDTTOPLAM, ABD, ARJANTIN, BREZILYA, KANADA, KOLOMBIYA, MEKSIKA, SILI, VENEZUELLA, DAMERIKA, AMERIKATOP, CEZAYIR, FAS, GAFRIKA, LIBYA, MISIR, SUDAN, TUNUS, DAFRIKA, AFRIKATOP, BAE, BAHREYN, BANGLADES, CIN, ENDONEZYA, FILIPINLER, GKORE, HINDISTAN, IRAK, IRAN, ISRAIL, JAPONYA, KKTC, KATAR, KUVEYT, LUBNAN, MALEZYA, PAKISTAN, SINGAPUR, SURIYE, SUUDARABISTAN, TAYLAND, URDUN, YEMEN, DASYA, ASYATOP, AVUSTRALYA, YENIZELLANDA, OKYANUSYA, MILLIYESIZ, GTOPLAM
01-02-2011,13385100,197900,1985100,1075500,195900,8397100,293200,672200,40500,361700,3584300,40500,237900,2445300,3196300,146200,875800,630700,965600,1824800,11600,77900,238000,83700,93400,29500,322100,612800,16500,554900,657500,134600,1529600,519500,157700,162300,3141800,6700,48901700,3596500,346500,343600,5217800,829100,288800,393500,542600,5179300,141500,760400,1851800,19491400,1982400,102200,258600,412300,14700,59500,83000,18800,105000,3036500,321500,363400,89500,367600,301200,31600,220700,262000,1957500,121900,67300,28800,658900,122100,194400,1030500,337200,1601600,10387200,370500,1452600,1551700,61800,288900,559000,254300,130500,91000,5978400,467400,57800,351300,44700,368000,26577800,298900,57300,200,89500,100410800
01-03-2011,24681700,283600,2841800,1820000,345900,10340900,475800,941700,66800,677900,6248100,51500,232100,3748700,4145300,200200,1513800,1197400,1294400,3492400,16500,97400,283700,140700,144500,26500,458100,833400,20000,1169900,769600,237400,1690900,719300,225200,105900,5500000,12500,77051500,5176900,342600,390300,6065100,826900,301300,438100,572000,7030000,122000,996200,1972500,24233900,3292100,105500,497000,713500,25000,96000,39400,29400,135600,4933500,537600,504200,175100,54300,413100,37100,400000,277400,2398800,114200,18000,30200,763300,175600,279000,1021900,542200,1930500,23781000,482000,1856300,1131700,26800,165700,799900,304100,279600,115500,7238100,303200,122400,397000,51400,532600,42462200,325000,57600,400,132400,151595300
01-04-2011,35103600,349500,3905600,4790000,387600,12739000,681100,2124500,264100,1955400,10967500,78500,367500,5564800,12377000,444900,2293900,2887100,2613700,4841500,28000,117900,404600,255600,481900,128800,493400,1131200,25800,2018200,1194400,509600,2192300,856600,299800,297900,6790500,22900,121986200,4656100,421100,355900,7487000,940400,285900,600500,516900,10166600,135500,1016100,2492600,29074600,5429200,158700,502100,1230900,61700,231700,49700,75600,212000,7951600,725000,693500,270100,96000,583900,58800,562400,337600,3327300,261000,38100,32200,720600,318400,396500,1284800,586700,1943600,15589700,991100,1129200,1399300,38000,241000,1269200,308200,239500,122800,7317100,903200,181300,564700,55400,482900,36414500,1086500,231700,800,187500,200260700
01-05-2011,42224500,314700,3311500,4798600,436800,14999900,1072500,3079000,602600,2242600,14196300,77400,385000,18147100,27600200,1363500,2308900,6123700,2848400,6268500,51000,131400,397300,614700,1241400,81400,628700,1171300,44600,2994500,4438700,556000,2760000,955100,387400,355400,5692200,19100,174921900,4584600,1581600,482800,8055900,1924600,340600,983600,619800,42403800,140800,1056500,7964200,70138800,8239000,385800,1019300,2235700,75200,233400,130800,55800,355600,12730600,620300,569900,423300,128200,537600,64100,563400,522200,3429000,138300,49200,54600,805900,381300,565200,1565600,883900,2046600,13573800,668800,1404500,1596600,35600,219900,1037100,385900,263900,207700,7633500,521100,115800,604100,61900,586000,35406800,1681300,352500,7500,204300,298872700
01-06-2011,46935700,462000,4320700,5224900,671000,12528900,3120700,3992500,469700,2466000,9324900,211100,401800,11174200,36169300,1705700,3017800,8166500,2652800,7511100,91600,135500,669700,571600,1229900,116800,1200800,1144100,69300,4967900,7498500,510900,5171100,1378500,1746400,409300,6112700,17900,193569800,4886900,2222800,630900,10732300,5147600,385500,1454300,720400,60355300,136900,1029400,8927500,96629800,8895500,342500,858500,1793700,128200,298100,155300,73600,318300,12863700,692800,499400,432400,138700,645000,88400,592100,410400,3499200,255400,63100,47400,826100,390500,530900,1346800,860300,2620600,16232800,651300,1407900,1626000,46300,362500,916600,455500,291800,226300,8178200,850100,83500,1189200,58000,2800900,42318000,1758800,359800,1300,249900,351250300
01-07-2011,48882900,820100,9692000,10434600,1085300,14989000,4416400,8636700,439400,2304400,12537500,425000,376600,15950700,38940300,2343000,3634400,8791100,4513800,8850200,94100,135000,833400,581500,1086100,100800,1853400,1662600,77900,8262200,9596400,626000,5863800,2279500,3116500,657400,6874800,47000,241811800,5835900,2124100,796700,10847100,6009400,382700,1408100,896300,60629900,184400,1200100,9023900,99338600,9518200,289500,1266400,2180500,254800,660600,180300,72100,414700,14837100,1436300,1176600,513100,246000,1666200,104400,885400,454400,6482400,1265800,263600,194300,910900,452700,559900,1474100,723800,6219300,18738600,1259800,1545900,2763100,246000,1298000,1882200,237300,385100,120200,10933400,3885000,97800,2486900,130500,1137600,59211800,2455200,398800,1000,483200,425019900
01-08-2011,63146600,1050200,9422900,12870300,469600,5912100,4209900,6057200,441300,1874000,17593100,397500,352100,21305400,44695900,2046700,5321600,8779600,4379300,15044100,218900,87800,637900,534000,912800,353600,1744300,1139000,91700,6181100,10084400,1053700,4314900,1553600,2792800,553700,8982900,87200,266693700,6606600,1944300,1275300,13165400,6773200,398500,1339100,900200,60494600,149900,1284200,8313000,102644300,7577600,218100,809200,2188800,71600,305100,106700,176200,3208700,14662000,459000,354700,326800,148200,348900,43500,429500,13695000,15805600,135100,44200,27300,994500,228100,537200,1626500,597700,3010300,15492600,1160800,1830400,2523600,50500,161800,1622700,135800,181400,74100,8044800,749000,55600,398700,55300,813300,40551300,1727300,318200,28300,318800,442749500
01-09-2011,66958900,670300,6718000,7756400,648700,14866500,4033000,4657300,462500,2558200,12340600,193300,370400,14172100,42610900,1822500,4149400,8721500,2972000,9679000,102200,124000,630800,673700,1012600,285900,1579800,1272300,110900,4690200,8657300,621500,6225400,1771500,2281400,479600,6270600,23500,243174700,4832300,1702700,809900,13380600,4143900,412500,1225800,781800,53425800,142400,1153200,8075000,90085900,9675300,460200,1281400,3065700,119500,372500,212300,153700,409300,15749900,790200,637800,388000,328600,1072200,62400,572300,393500,4245000,378700,163900,40200,853900,530300,526200,1175400,650200,4732200,25491400,719800,1853900,2271100,108400,640700,2225000,269600,244200,153300,10730900,1812500,104900,1392600,79700,712100,57861100,2369200,372400,1600,349400,414209200
01-10-2011,72503700,336800,4514700,5174900,494000,11944800,2555300,4902800,550500,3079700,11603000,75400,482600,18529000,35366200,1175200,2770400,7461700,7720800,6965900,87200,135400,529700,699500,1035900,92900,951100,1261100,47200,4380500,3675700,428600,2775400,1074900,673100,471700,6479100,48300,223054700,4351800,1008900,659300,11063600,2084600,423600,800400,703100,29679400,185000,1372900,5896900,58229500,10919000,368500,1248300,3392000,120300,380100,137100,100800,396700,17062800,923700,518000,345300,676700,780200,56700,586600,482000,4369200,117500,65300,38200,1160500,458200,726800,1481800,715600,3580200,15447600,367400,2097000,1469000,30700,199500,1118800,321700,291000,195600,9217300,525700,125300,641600,59500,741100,41192900,2007400,296700,2300,238500,346454000
01-11-2011,38668700,344000,3224700,3102900,313000,12917400,800400,1008000,76000,681300,6727800,49000,472800,4355800,7780200,369400,1732800,2685400,1424100,5262100,19900,105900,336000,133200,153200,87700,527200,914400,45900,1409900,968100,202800,1922300,711600,259200,447300,4484100,15900,104740400,4220100,257900,571600,9516500,1143400,283600,448400,713600,6297000,131500,1044500,2013700,26641800,6135300,135400,572500,1291700,43300,190200,46000,40600,200800,8655800,487400,457900,201600,803100,722500,39700,461800,392800,3566800,266600,105300,37800,767200,375200,460600,879800,681100,2997000,11932600,467600,1745700,1557600,77900,364700,948000,278200,219600,217400,8792000,1164600,62900,689300,51000,540000,35679700,708900,100800,1500,170300,180266000
01-12-2011,14223700,287500,1330500,1098900,233100,10332200,350800,546100,32200,251100,3641500,41700,247500,2497600,3185400,140000,1395900,957500,752400,2297500,7700,102200,325000,96600,99300,22700,234900,853700,18500,478800,495800,146700,1614200,613500,108200,158900,4987700,39900,54247400,3921600,176900,584300,10490300,999300,263000,493200,679800,4066400,118000,1233300,1662500,24688600,2285300,43300,275900,408600,23700,63200,17600,25600,95700,3238900,640600,367400,154400,1272900,495600,51100,665400,361500,4008900,274500,61400,42400,728700,269200,189600,774300,440200,2469600,9596300,346500,1145900,1315100,41000,131400,596900,443900,193800,463900,5999900,332300,39400,380600,44800,356700,26678300,389800,66700,2200,130100,113450900
01-01-2012,15379600,252700,1797100,1295200,263400,8709500,200100,481400,39200,257000,2792900,48700,262100,2927000,2925700,152400,920700,969400,899100,2831800,10900,108500,364300,89800,102200,21900,280900,895000,33400,435800,463300,133900,1465900,661600,104400,101900,4149100,8900,52836700,3687700,185000,261500,8548400,820300,227600,385900,431900,5860100,103700,909200,1716600,23137900,2406200,89700,402500,419100,32000,55700,27400,28000,106100,3566700,656100,421900,154500,1535400,436800,30500,586600,266800,4088600,254800,43100,23000,703800,315300,198900,1242000,367100,2597300,8673400,386800,1087900,1183600,44000,167500,651300,211200,174200,147500,5338500,705900,42000,385700,49800,459800,25454400,445100,61800,700,133500,109725400
01-02-2012,13277100,215100,1644900,1100300,184200,5925600,295900,803500,32900,298400,3282200,39400,204700,2305300,3028000,145300,815900,898400,970000,1641700,11100,79000,257100,101800,103000,41300,262900,598100,16200,624400,565500,167400,1332200,507700,138600,154700,3126300,8700,45204800,3066800,251900,339200,6429800,1103100,320500,378400,668400,4941300,177600,938700,1784000,20399700,1802200,76200,335200,341400,20200,46000,46900,20600,82500,2771200,377700,493300,97700,1420000,659500,27600,414600,337400,3827800,123300,74500,23400,549200,222200,239200,1119100,319200,2097100,6170500,265100,1293600,1707600,128900,442800,539000,231700,150500,92100,3643700,361100,34400,346300,53300,388300,20616100,272500,45300,3300,109600,93250300
01-03-2012,21538500,361500,1982000,1462400,332500,10029700,400300,970100,68400,535900,4778700,158500,389900,3201700,4292400,208100,1248600,1473700,1233000,2812800,13400,113300,389700,133100,159000,72400,399200,1090900,30500,1344600,783400,211900,2022500,806000,212800,221900,4814900,11100,70309300,4265700,295400,415000,7925900,1156600,290100,497800,665200,5788200,151800,1113400,2270300,24835400,3081800,81800,320700,584500,29400,77100,30700,37000,159600,4402600,765800,446800,173900,1768400,675400,37900,710900,418200,4997300,227500,43600,37000,702500,487500,283400,1136500,618900,2833300,11916500,315700,1891600,1328500,48900,202800,756900,328700,187100,142700,4079000,920700,73500,405200,60600,411800,29440400,288200,57900,3400,163000,134497500
01-04-2012,33716400,382300,2854000,3853400,464500,13031900,605200,2396300,164000,1872500,9334500,177200,531600,5514700,11805100,452800,3242600,3330700,2901900,4579900,31600,146200,488100,222300,390100,96300,513000,1204400,30500,2014700,1034900,400700,2540700,1046200,282400,290900,6462300,23900,118430700,3811900,377400,408800,10724300,1187700,293900,583100,700100,8887100,214200,1126500,2736800,31051800,4954300,199800,646000,976600,95100,201200,54100,78800,215800,7421700,894400,790900,272000,2016300,811000,66200,737300,494400,6082500,606100,99500,67900,864700,551600,421200,1415000,665400,2713300,8030800,828700,1496600,1576300,85100,396700,1156400,349900,253100,148300,4655100,746700,157800,595400,77100,578100,28536800,1057900,209900,2800,219900,193014000
01-05-2012,41593000,405800,3579700,5136200,571100,13796100,1070900,3126900,522300,2436000,10850000,115300,395000,17752500,23668400,998300,2301700,6843600,3203100,6265500,36200,190400,525300,584200,1141300,88400,570000,1214900,51300,3343000,4869800,423800,2735000,1084600,358200,422500,5624100,21400,167915800,4305100,1393100,588200,10612300,2547300,348900,1051000,793500,40402100,179300,1076400,7424500,70721700,9201600,394200,1050600,2330200,109900,374500,190600,101200,301200,14054000,814800,645700,385600,1500800,903500,79100,737600,510800,5577900,246900,95800,51100,1067300,614800,696700,1562900,1016300,3082200,8043700,626800,1807300,1553600,67900,413400,981200,437300,248000,222700,4534700,883200,100100,879600,105800,705400,30044700,1855000,315000,600,225800,290710500
01-06-2012,51590000,556100,4617000,5575700,755800,15414000,3538800,4220400,468800,2542200,8035500,196700,407100,12174300,34395000,1706700,2967200,8324700,2822300,7775100,103200,137700,855000,591500,1086900,135000,977800,1378600,52300,5111600,5829300,518000,4866900,1630900,1805200,365200,5426600,17100,198972200,5054800,2172000,508700,12328900,6059600,405600,1439200,908800,58732200,184800,1075400,8456600,97326600,10036500,397400,966500,1945500,167400,328100,167200,112900,384200,14505700,952000,666000,512100,1580900,1013500,118200,788600,664200,6295500,376600,121200,73300,1088400,479100,684900,1351600,1156900,4595400,11425000,690400,1823100,1667000,91800,635300,981300,414700,340200,250400,4022800,2553500,100500,1419700,130700,927100,37400900,2310700,406800,1000,286900,357506300
01-07-2012,57029000,783300,8325200,11460900,975500,14055900,4513500,8582700,394900,2069500,11505400,335900,354100,18801600,36751200,2005000,3288300,9249200,5325100,8753300,91000,134000,1037700,465000,890500,113400,1673300,1609200,105500,9160100,8067300,585400,5845100,2585900,3166100,490800,5861500,47500,246488800,6453500,2443000,800400,13528200,7325000,408400,1514900,1027900,62412700,236900,1244900,8740500,106136300,10591700,354500,1195300,2280900,273800,664800,208500,97900,414700,16082100,1193300,874600,589000,2148500,1414800,112600,1032900,649700,8015400,794300,240900,79400,1123200,544500,782900,1492400,875100,7435100,12493400,1228400,1792700,2659300,232600,1288300,1912200,239700,355300,130100,919100,4145000,90600,1813300,148400,1044000,43860200,2541300,404600,1100,478100,424007900
01-08-2012,71908100,1112900,9558300,12995000,652200,14642100,4122900,6908400,390100,2008300,20377300,291700,382500,25265700,41629600,1840700,4711100,9619200,4586400,14171000,108700,138000,895700,463400,810600,297400,1546400,1337600,107200,6812100,8641500,771500,5564500,2638400,3039200,500500,7930200,45300,288821700,7769000,2527600,1300400,15483600,7551000,405300,1518000,1062100,64925300,209000,1295400,9254900,113301600,8048100,256800,765600,2153600,110000,282300,100100,156400,320300,12193200,496200,637500,378600,1305400,978900,53900,446000,613700,4910200,342600,99400,58800,1096400,534900,656800,1640500,723700,5973100,16335100,1175800,2105500,2641900,147400,562400,2337500,181500,209200,90300,961800,1517800,76700,1355800,75100,695000,41595000,1826800,340100,282000,418300,463688900
01-09-2012,70794500,709100,7882200,9136200,824000,15656000,4399500,5103400,520500,2929300,13378300,317600,373200,15720900,41563500,1963000,3127400,9733800,3575900,9053300,86700,172000,876000,751900,1000900,344100,1441000,1495600,126900,5097800,7812000,536300,5746100,2153700,2531500,418100,6381900,38400,253772500,5973900,2253700,731100,17640900,5289800,450300,1388200,1111000,61289500,235200,1179800,9364400,106907800,8665800,468600,1156700,2555300,166700,382500,201000,137000,416500,14150100,1483600,961200,551000,2794400,1423400,57800,900400,674800,8846600,653200,194600,65400,1084700,476500,851100,1146100,826100,6780800,14560600,854100,2211100,2204200,252000,1262600,2000800,285800,278700,160800,1350600,1734400,101100,1084400,131300,803900,41354900,2498800,451300,1900,431000,428414900
01-10-2012,73908600,396400,4106100,4917300,530200,17220400,2391600,4617700,737800,3251600,7728400,115700,644500,18055700,33581500,1084700,2273500,7470900,7659000,6674100,79700,164400,589900,758700,931200,109000,931400,1262700,38400,4395100,3712500,485700,2708000,1182800,660300,515900,6364600,40500,222296500,4689800,1334900,595300,11047300,2105200,449200,905000,946300,32738000,210300,1134700,6379600,62535600,9753600,335200,1003800,2762800,149000,418100,135200,67100,367100,14991900,951100,602200,500600,2022200,1119800,73200,649400,569200,6487700,247200,89700,69100,1367300,473300,848200,1472800,1026900,5033300,7626300,895400,1946400,1713700,75800,449200,1268200,412200,266500,193600,1186100,1829700,159400,1003500,100100,840000,30593900,2163600,357500,1200,320400,339748300
01-11-2012,37020400,391900,2770500,3013900,330000,10905900,559100,1320000,143500,901900,7675700,58600,481900,4485300,9378500,397400,1657700,2873500,1483400,4029800,23400,147500,381300,250100,292900,70300,581300,1006100,36100,1783500,933100,253900,2217500,789800,263400,369500,5335700,16400,104630700,4869600,321200,613500,12189800,1481500,317100,538100,1000700,8073500,172400,1140200,2837200,33554800,6449700,138400,604900,1547200,60400,222600,90300,94200,234100,9441800,851900,579900,243400,1729300,923300,52100,696400,562700,5639000,248800,123000,87500,852700,401600,509200,1206100,717700,5350100,6689600,670900,1621800,1451600,129100,398300,927900,421700,242400,199200,1295300,1414300,138000,479900,105900,680500,26363100,847200,110200,1700,177800,180766300
01-12-2012,14810800,370100,1285600,1334200,281000,10459000,267600,615900,59500,446400,3182700,42700,268400,2565700,3952200,193300,1262400,1169600,854500,2456900,9500,119600,367900,131100,104600,23900,263600,796400,28100,638000,512600,166500,1669200,688500,124800,136600,5205300,9000,56873700,4603500,209800,524500,12937700,1216300,277900,600500,923400,4522800,190100,1119300,2276900,29402700,2800600,59200,385200,507800,55000,104500,26900,32200,135200,4106600,711300,453900,214800,1763000,724900,48200,850000,582100,5348200,593900,110200,56700,866700,323600,313700,1012400,605700,3659100,6416100,445600,1175000,1410500,74300,256600,734400,594500,233900,438500,1386100,666300,96400,386500,85200,554300,22496200,450800,66700,2500,168700,118916100
01-01-2013,14283700,283700,1608600,1284200,344700,9507800,230300,554700,57600,302400,3004300,42800,360600,2820500,3353100,191500,925900,1035800,997000,3549300,7700,163700,397300,115500,130400,27200,226600,813500,19700,521000,683000,181500,1583800,844600,115100,108600,4170900,11100,54859700,3984000,246200,289300,9522700,933800,229300,422600,543300,6987700,136900,855200,2247000,26398000,2964900,164100,585100,546900,67600,79000,34400,35100,129200,4606300,736700,552900,210200,1865000,876600,44300,691200,457500,5434400,440900,91700,67600,602000,503000,242000,1657200,456200,3533900,6128000,598600,1334300,1210800,85000,340100,836600,245800,196900,101400,1632000,1296200,114300,357400,93300,479200,22644400,533500,73900,1900,161500,114713600
01-02-2013,13098900,290100,1622400,1530100,248800,8721300,295500,894300,66000,460500,2677000,47700,310000,2748900,3381000,206100,840300,979000,1047200,2167600,43700,108200,375100,118000,123800,22000,290300,716600,20500,1034600,754700,181100,1677000,717500,166400,164100,3773900,9400,51929600,3729900,301000,402000,10529900,1198000,394700,448800,860700,6203300,211200,949600,2285900,27515000,2344800,167900,443700,492900,38600,56600,74600,20900,96200,3736200,473900,475800,125500,1732300,797300,37300,457800,437200,4537100,195800,161700,55100,966800,284700,243900,1277000,403800,3413600,7181400,476600,1526200,1757200,276700,676300,636400,478800,148700,99800,1551700,599700,69500,335800,83000,635700,23535900,304700,47900,1500,134600,111742500
01-03-2013,24877500,455400,2574300,1929100,472700,11001800,478400,1878600,171000,911600,4455400,167000,531000,3407900,5178200,281500,1577400,2138800,1404800,3346400,91600,137600,463900,199500,197400,43800,435800,1033400,38400,2154700,867200,258100,2057300,941000,203800,271600,6506800,14800,83155500,4679400,340600,387900,11698600,1248100,383400,487200,976500,6995800,192600,1021600,2860000,31271700,3712200,247900,524800,769000,92300,180500,47400,39600,165200,5778900,816400,570700,227700,1844100,958300,52800,838100,587700,5895800,206900,81100,44800,775600,522500,361900,1342400,751000,4372000,10968400,801000,1917700,1424600,88300,505100,889600,425400,227000,159400,1876700,1769100,168400,507700,124700,682500,30993800,350200,65000,2400,222500,157735800
